path,filename,label,extension,width,height,aspect_ratio,mode,format,file_size_kb,is_readable,error,file_hash,pixel_hash
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6262.png,fake_6262.png,fake faces,.png,256,256,1.0,RGB,PNG,112.94,True,,8d300ee158312f7e2365371b8d85a0d4,1e4d7f6fb32aedfe315afdc490acdb4c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6263.png,fake_6263.png,fake faces,.png,256,256,1.0,RGB,PNG,100.79,True,,c98afdfbffb3ba754a7c32e3958f61f7,d97155083ce68085a67d3282853d44c6
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6264.png,fake_6264.png,fake faces,.png,256,256,1.0,RGB,PNG,99.03,True,,f3f07748b0d46f60c48280a8b7cbed9b,fe24fd60768de1f8b5cb36c178cd7892
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6265.png,fake_6265.png,fake faces,.png,256,256,1.0,RGB,PNG,96.89,True,,802e12bd9428bd3b64e8c0ad82a3a26e,be04c727d68c7693a78892e23254ed73
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6266.png,fake_6266.png,fake faces,.png,256,256,1.0,RGB,PNG,98.98,True,,c7775da758a38545a15d487396d508ed,8b7c7ac903473d1826a8885171165013
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6267.png,fake_6267.png,fake faces,.png,256,256,1.0,RGB,PNG,96.72,True,,e73268335bfe2a3be88c8c4d49885b5a,d41a3bbb5d1783d05de0a6dbc7451d28
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6268.png,fake_6268.png,fake faces,.png,256,256,1.0,RGB,PNG,113.47,True,,109901d72f803668dabb8cfb1a386296,185b9e8d9e39f26ec8ed33146f27be03
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6269.png,fake_6269.png,fake faces,.png,256,256,1.0,RGB,PNG,103.82,True,,613eb292c18dcc894767b011ae05c8fd,173b1f668f76094b5943bd95e93b9beb
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_627.png,fake_627.png,fake faces,.png,256,256,1.0,RGB,PNG,105.11,True,,b31388b9b79b8df93e31fef8d59f1494,9c3e4ca23fde23e48d29d0032ada76e5
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6270.png,fake_6270.png,fake faces,.png,256,256,1.0,RGB,PNG,98.86,True,,20a9e3d5b0e29dabad167063b2119449,29f9ea365a0de5a544d2cfd369cd13af
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6271.png,fake_6271.png,fake faces,.png,256,256,1.0,RGB,PNG,96.76,True,,4ca247da9b7115bf96be39d53b4efc21,0afb78c20b6461eefef41f73c0993dc2
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6272.png,fake_6272.png,fake faces,.png,256,256,1.0,RGB,PNG,105.76,True,,5de8d3dfc8f36cf96747214cda02326f,b4b2bc010fd1e2e86d472c0928918772
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6273.png,fake_6273.png,fake faces,.png,256,256,1.0,RGB,PNG,99.96,True,,1ea623276c99a7c7f8ede0c1589c618b,6a106fdbf91f0625f6d1757c5d49dfe4
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6274.png,fake_6274.png,fake faces,.png,256,256,1.0,RGB,PNG,94.95,True,,04fc2cdb227c91dc4c688201a2f508fc,908c4576287578f0da25970a5e00d95d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6275.png,fake_6275.png,fake faces,.png,256,256,1.0,RGB,PNG,102.89,True,,f16e474f8900c84529c477d5dadc378f,625bad455f4c3ba993b0971f8cfcaa4f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6276.png,fake_6276.png,fake faces,.png,256,256,1.0,RGB,PNG,107.13,True,,a8d7ec71d72a02d62a4da585259d453f,24090ab7bd00d3da48e755db70327c24
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6277.png,fake_6277.png,fake faces,.png,256,256,1.0,RGB,PNG,116.62,True,,53c58e22f3a01a6eca51a1cb2014de5c,cce63cdb8da61a2a19a48d12b52039af
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6278.png,fake_6278.png,fake faces,.png,256,256,1.0,RGB,PNG,105.84,True,,3d1dfe1456327122b8ecfa769f44f1e6,e3f18a8868913526d83a5700cd2e6e96
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6279.png,fake_6279.png,fake faces,.png,256,256,1.0,RGB,PNG,102.94,True,,b7dc26e6b3f6624570864e879f5c54a4,ad3c090064f692fca88acd6a26f02117
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_628.png,fake_628.png,fake faces,.png,256,256,1.0,RGB,PNG,99.27,True,,2666b1c4d2e8089bb02bc5ed63133784,1cb981cbf160873d06707fce3bc8b228
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6280.png,fake_6280.png,fake faces,.png,256,256,1.0,RGB,PNG,101.23,True,,af683ecfb63d9881fa12efb5cb1e3d13,d364320b8bf266b8c61eb5373837ca4d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6281.png,fake_6281.png,fake faces,.png,256,256,1.0,RGB,PNG,104.94,True,,ef968b7f0a38311f31c4f4b4760098bd,a9039e69c15fffcfea9f9336c6346569
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6282.png,fake_6282.png,fake faces,.png,256,256,1.0,RGB,PNG,97.92,True,,ff58334c6166337db789a0253ec6fd1b,1c055d2e82d224e0866ea5d6fb87b6e0
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6283.png,fake_6283.png,fake faces,.png,256,256,1.0,RGB,PNG,93.91,True,,acdd679b83e33239319238edc8fba337,1982a40591f626f37ec5d5ea3cc86699
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6284.png,fake_6284.png,fake faces,.png,256,256,1.0,RGB,PNG,92.06,True,,9fd0b0c571fddf50f718c38ad47239b3,781023d08425e74cde3781bf6559fe98
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6285.png,fake_6285.png,fake faces,.png,256,256,1.0,RGB,PNG,95.45,True,,51fbd5e7da6f9975509e4ebfa6b4e412,cd9958a3084c4b9e1145429c8bf19265
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6286.png,fake_6286.png,fake faces,.png,256,256,1.0,RGB,PNG,93.77,True,,feb78baa9be08b1f3a8e5fdb69959889,5ea572feee81fa382450733a63610691
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6287.png,fake_6287.png,fake faces,.png,256,256,1.0,RGB,PNG,105.34,True,,0f48258c631a5cf97caf0b2a7ec675dc,e9a3536a9044c1283c0eb7361ae91e49
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6288.png,fake_6288.png,fake faces,.png,256,256,1.0,RGB,PNG,106.66,True,,62e634f9aa82e47ef5aacd3085a0f2f6,74d6a3b769284b7555b433ff625e7257
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6289.png,fake_6289.png,fake faces,.png,256,256,1.0,RGB,PNG,110.03,True,,e0ca82f3e7f9b3b0c155937b3f1964d4,969d7303eb443c75e76829125672c993
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_629.png,fake_629.png,fake faces,.png,256,256,1.0,RGB,PNG,98.01,True,,c822fd9bf552236370d851f76f13195e,700941fda8be4ddd6df93ff2d3f9e427
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6290.png,fake_6290.png,fake faces,.png,256,256,1.0,RGB,PNG,109.43,True,,f5500cf9d727c0d088d748e8251131ee,d5ce2423dd5f91d03713b8a9a091f682
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6291.png,fake_6291.png,fake faces,.png,256,256,1.0,RGB,PNG,115.61,True,,62aca26a43b52421df8f21d6604bc4f6,b5e77aad59a2702435aaa656abdb406e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6292.png,fake_6292.png,fake faces,.png,256,256,1.0,RGB,PNG,93.88,True,,ecec97939af8905e4d6db81cecc0e4a9,9f26c6e25850c0d73c55f4060e30a624
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6293.png,fake_6293.png,fake faces,.png,256,256,1.0,RGB,PNG,91.31,True,,be5e42cfa0fbf8752a51c654fea25c1d,0c159352dc240e486fce9ceb1d11ad9f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6294.png,fake_6294.png,fake faces,.png,256,256,1.0,RGB,PNG,100.31,True,,f7f4b0426b21cab4005dd780b3484dd8,087bcb8afcf9b64ac3520207e9a27176
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6295.png,fake_6295.png,fake faces,.png,256,256,1.0,RGB,PNG,107.01,True,,f1fa329a946bf11f49d03ca7bb3351c1,92d491d9296279236d7fcde73cd3485b
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6296.png,fake_6296.png,fake faces,.png,256,256,1.0,RGB,PNG,105.16,True,,3cadc547cfb01a0fea85517a86dccc78,729b8fc06311a8e5a378c2853a219a0c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6297.png,fake_6297.png,fake faces,.png,256,256,1.0,RGB,PNG,113.85,True,,105a7b70f69882bb7ef1a312a4114a25,4848303cfa5209724cb5fa812216ea61
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6298.png,fake_6298.png,fake faces,.png,256,256,1.0,RGB,PNG,99.72,True,,4beb4386c2aaafae5217902a642e1a9a,ebcb702afac3ae07322649589d68552d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6299.png,fake_6299.png,fake faces,.png,256,256,1.0,RGB,PNG,94.9,True,,5cf1dd7dc387e734e32ef8942b5ecf29,bf89d297d0e25cbbd13a64c50c342353
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_63.png,fake_63.png,fake faces,.png,256,256,1.0,RGB,PNG,104.97,True,,337dca2884ae9f2c97634b1a5435f7c2,f77419ec2d19c0559ab38132359cb900
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_630.png,fake_630.png,fake faces,.png,256,256,1.0,RGB,PNG,99.82,True,,e58f8b93295fb7a7bdbb446780aeda47,14bf1fea316f28ab2423d717955dbbca
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6300.png,fake_6300.png,fake faces,.png,256,256,1.0,RGB,PNG,95.94,True,,6c478dee26534fb05a6a0d41c25b38f1,a6622375eefc7e35e7cf34bb529a175f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6301.png,fake_6301.png,fake faces,.png,256,256,1.0,RGB,PNG,103.39,True,,d2898ed5692407d9a76b22895be23135,11438ce7199bd9620e3ea117af7d043c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6302.png,fake_6302.png,fake faces,.png,256,256,1.0,RGB,PNG,98.18,True,,08aec4567edff12fcd382b570163cb7b,27137c88c3da6bcb017f29d9a98a2684
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6303.png,fake_6303.png,fake faces,.png,256,256,1.0,RGB,PNG,95.64,True,,ac0534ae91c9576312fc2b1eab1aef90,4a2d744f6af6b142d9bd3f8a707cd36e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6304.png,fake_6304.png,fake faces,.png,256,256,1.0,RGB,PNG,106.85,True,,50221026b50170741897781f267020f5,31045e88fd135786173da84d39ee9f60
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6305.png,fake_6305.png,fake faces,.png,256,256,1.0,RGB,PNG,86.04,True,,9cdcc1e1cfdc861ad3067ffc40c3c795,e4d276a0d5b0b1e8c659f32d87f9da46
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6306.png,fake_6306.png,fake faces,.png,256,256,1.0,RGB,PNG,100.18,True,,82b5a889dc642bb082dd9d9c39c001a0,e70731fc6a6febda8c294e50a2c11509
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6307.png,fake_6307.png,fake faces,.png,256,256,1.0,RGB,PNG,106.6,True,,c744e1514730fca5df4b62a0269a8919,18d1ff29fd39c39208775d3bcc645af4
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6308.png,fake_6308.png,fake faces,.png,256,256,1.0,RGB,PNG,112.32,True,,cf67067d24c307831479e6839e3d0672,d8ba2f3549571d9065798bde21d1f993
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6309.png,fake_6309.png,fake faces,.png,256,256,1.0,RGB,PNG,115.85,True,,4f14ae3cdbf7f2ab5ae0e180363f4926,b5f4c42e632b9bb71d33c9d6b8bcbc77
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_631.png,fake_631.png,fake faces,.png,256,256,1.0,RGB,PNG,99.73,True,,d5376e686105ae49e60e0184debe3ee5,b16fe3e032dccfffe6461adeef5088f0
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6310.png,fake_6310.png,fake faces,.png,256,256,1.0,RGB,PNG,96.08,True,,532104f01fdd3f5e247f81eb6385fcc4,7da5caf8d3033fe157d5e8398c4ecd88
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6311.png,fake_6311.png,fake faces,.png,256,256,1.0,RGB,PNG,107.0,True,,ba1d6fcc63a1af239009ba1cd5c67142,86dbb6598bd181ab5a357a68f6a9f913
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6312.png,fake_6312.png,fake faces,.png,256,256,1.0,RGB,PNG,89.18,True,,c1c3d259024a0156cef2927822aec33e,64c6e60bd714303ec603ffdb49c8faa1
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6313.png,fake_6313.png,fake faces,.png,256,256,1.0,RGB,PNG,96.67,True,,50c70e2adfa0b7d92a508a2753d33609,5c75e8ec155330102f115b7c5411cb55
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6314.png,fake_6314.png,fake faces,.png,256,256,1.0,RGB,PNG,109.85,True,,3dd6d7b20588ac3a01205529e70bf645,4bcff44f282c3b3e86961434f0239698
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6315.png,fake_6315.png,fake faces,.png,256,256,1.0,RGB,PNG,121.69,True,,cb9f70310df4e475c5d0d57cb68677c6,16e488b2d90956e0a579e99508bad105
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6316.png,fake_6316.png,fake faces,.png,256,256,1.0,RGB,PNG,108.17,True,,82f91c22e90c90b6e2af84797b60b9f4,02174b1e4096d3a06b6827a6107c09cc
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6317.png,fake_6317.png,fake faces,.png,256,256,1.0,RGB,PNG,117.96,True,,28a76b212705cacb9fee3b9b314c8547,1fba333186ca93468725cb02d0918947
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6318.png,fake_6318.png,fake faces,.png,256,256,1.0,RGB,PNG,107.63,True,,eb95ebec797d873d276c32f04a38f6ad,5c57baecf0d942fa1aad7543938f9114
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6319.png,fake_6319.png,fake faces,.png,256,256,1.0,RGB,PNG,97.93,True,,54c15d0ff3ac6d1d608c536b1cce1550,27a5447853949a8d006a2bd09753de78
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_632.png,fake_632.png,fake faces,.png,256,256,1.0,RGB,PNG,101.53,True,,583f94b9bc9346f759ff8ac9bab62ea5,1ca0b68cead9a696879d46f7a512b6d4
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6320.png,fake_6320.png,fake faces,.png,256,256,1.0,RGB,PNG,104.91,True,,fba4882f29ea657521f93ab0ede42d58,c22b1eaa7fb1f0b6f2d94a19fbb98b69
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6321.png,fake_6321.png,fake faces,.png,256,256,1.0,RGB,PNG,97.93,True,,20dc4cbbbfda5da40e4dba644827c600,789c809c1d80befaeafcf73be35ea7ef
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6322.png,fake_6322.png,fake faces,.png,256,256,1.0,RGB,PNG,97.93,True,,cb4536dfa2faebc4aa6d353d58f92a5e,027dacd3c3f8f73c8f5a382902c57d8e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6323.png,fake_6323.png,fake faces,.png,256,256,1.0,RGB,PNG,95.33,True,,a61c9cbb8194dbc8e2d1edcbcc8927d6,7e343523bc4283263df7eb4de6256b16
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6324.png,fake_6324.png,fake faces,.png,256,256,1.0,RGB,PNG,103.83,True,,83d9759c71e17c5e9b796aaf03a870f2,e267bebdfa17a0293d7af327eb6c92d1
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6325.png,fake_6325.png,fake faces,.png,256,256,1.0,RGB,PNG,98.02,True,,94e420323cebeed3fdc010f6731a9065,f48f1f754cb67b084d2eca83fb787777
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6326.png,fake_6326.png,fake faces,.png,256,256,1.0,RGB,PNG,109.0,True,,09e8b1a94585bd51e66317380349fd77,bd547d4dace76bbaf2fbe5c8331c5877
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6327.png,fake_6327.png,fake faces,.png,256,256,1.0,RGB,PNG,108.85,True,,98986860a3ff1bf3ac8852c18948ed44,09a443f82c51e031ad72c68b6461537f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6328.png,fake_6328.png,fake faces,.png,256,256,1.0,RGB,PNG,108.32,True,,0516b61b7da090adcc5ada80dcc894fd,066ced5321cef4df405820c558a8a520
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6329.png,fake_6329.png,fake faces,.png,256,256,1.0,RGB,PNG,103.9,True,,79701561e9094bfbf9f2077c1d7f7aba,1769698c6f993c00b76e1b9f1ad80269
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_633.png,fake_633.png,fake faces,.png,256,256,1.0,RGB,PNG,103.56,True,,cfce2a6bc2c291e3fa4587a2fe770489,298a133f019fc058979f9fdebce805bd
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6330.png,fake_6330.png,fake faces,.png,256,256,1.0,RGB,PNG,113.11,True,,87873a45dd3689598962357e58d276af,9a95b225fd5c4673874b3e3a31ac34d9
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6331.png,fake_6331.png,fake faces,.png,256,256,1.0,RGB,PNG,99.54,True,,f11ad00d741a05f3b2789356ce2bab50,b6cd9f1dc84ea1d5db7782c054e1d4a3
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6332.png,fake_6332.png,fake faces,.png,256,256,1.0,RGB,PNG,90.25,True,,b242aaad71a1c1243179671601c89451,6135553a03d484121cee26e875dff78b
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6333.png,fake_6333.png,fake faces,.png,256,256,1.0,RGB,PNG,105.5,True,,3570c5db37f24325f40d7e70311802ee,66da20872aa6ce9b74a17563cd2a5e53
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6334.png,fake_6334.png,fake faces,.png,256,256,1.0,RGB,PNG,93.92,True,,98c6825a5d485d3767343ed841b3e387,7853a0e9672b1df5086a7825894c8bff
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6335.png,fake_6335.png,fake faces,.png,256,256,1.0,RGB,PNG,110.09,True,,97b81116b317c04e5ef6592344ed0725,d7e71103e9540a6aab80f72c57d04a82
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6336.png,fake_6336.png,fake faces,.png,256,256,1.0,RGB,PNG,117.31,True,,09b702f08f0d1d6d84105347c20c9484,b18ac784d8feb544cbbb68bc9b620d08
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6337.png,fake_6337.png,fake faces,.png,256,256,1.0,RGB,PNG,111.66,True,,857d0109725141b26d2627bd1912cc30,79bc0655bf430fa7a31b37b5480c4f6f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6338.png,fake_6338.png,fake faces,.png,256,256,1.0,RGB,PNG,102.07,True,,83c80ca9c44fdbfdbb3688b4886bf632,f0775660063717b040d4ab3b8d88dcaa
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6339.png,fake_6339.png,fake faces,.png,256,256,1.0,RGB,PNG,95.18,True,,31bc4a64e631b7e720a6744e9612bb7c,c36448ae2cbe843afcd92fe1939ea13e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_634.png,fake_634.png,fake faces,.png,256,256,1.0,RGB,PNG,103.18,True,,362ed03e768e911d61fb2717f9335e01,5483e194c1acc627802500f8204eebad
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6340.png,fake_6340.png,fake faces,.png,256,256,1.0,RGB,PNG,102.9,True,,0fb4fdaa745e177f8283f44008136c29,8987e61c260c2e5fe9d428a061d0342e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6341.png,fake_6341.png,fake faces,.png,256,256,1.0,RGB,PNG,104.04,True,,2132c7bf3e83ffd35c137f573b83eed0,601103962716dd302b56b175595a1e3a
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6342.png,fake_6342.png,fake faces,.png,256,256,1.0,RGB,PNG,106.02,True,,0c60473be29918811165ff0e16f2739b,817a17d337c0055d51c913132a298cf2
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6343.png,fake_6343.png,fake faces,.png,256,256,1.0,RGB,PNG,103.0,True,,5fde895c230b3e17f25c1a0b4927adf0,236cacdacaee102fc2294bd30602c4ec
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6344.png,fake_6344.png,fake faces,.png,256,256,1.0,RGB,PNG,113.68,True,,99e5afee413d0e62dd6a51b75baf0f0e,9a0b794687cb5557c39a8cab1c338816
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6345.png,fake_6345.png,fake faces,.png,256,256,1.0,RGB,PNG,108.17,True,,f55f26df694c065f9c84e32baec0e13a,2fc3d5c4d60a19e3ae369bb3fc6ec234
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6346.png,fake_6346.png,fake faces,.png,256,256,1.0,RGB,PNG,90.13,True,,2c34ad40bbcb6f0162f93c726ae9a658,878346655cdf282c2c2e3cf99fec886a
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6347.png,fake_6347.png,fake faces,.png,256,256,1.0,RGB,PNG,125.55,True,,256944ade9d04a4c81928715c617327c,9758d69eff6aafc4ebda9090df45075d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6348.png,fake_6348.png,fake faces,.png,256,256,1.0,RGB,PNG,100.74,True,,b56f9368688d057993eb86cf03b4d89d,5067736ea081aa003894c0fa3c576112
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6349.png,fake_6349.png,fake faces,.png,256,256,1.0,RGB,PNG,92.78,True,,ad06c8cd22d5fcbe57d1a679159e9c91,21f4b6ce5f2c51de3de6892529e7366d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_635.png,fake_635.png,fake faces,.png,256,256,1.0,RGB,PNG,106.07,True,,98fbda5d87437dd8a8897a8331001c59,16544629b6fd01151f33ce60e9b36380
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6350.png,fake_6350.png,fake faces,.png,256,256,1.0,RGB,PNG,110.97,True,,5c3e9e10352b246d5fc77d6a2bb391b9,670e5b268aa0d3a0cbd49c9499727340
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6351.png,fake_6351.png,fake faces,.png,256,256,1.0,RGB,PNG,101.13,True,,2dc19cef1bf4e788f4384ec319df2c61,5605611ab3b45c4ab75689c628a4f50e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_6352.png,fake_6352.png,fake faces,.png,256,256,1.0,RGB,PNG,106.32,True,,3005f96ac13418468dce9ffa73e53501,4bc8105c91a0d359da66b9be9f61e4c8
